"parents","has_nurs","form","children","housing","finance","social","health","binaryClass"
"usual","proper","incomplete","1","convenient","inconv","slightly_prob","recommended",0
"usual","proper","incomplete","1","convenient","inconv","slightly_prob","priority",0
"usual","proper","incomplete","1","convenient","inconv","slightly_prob","not_recom",1
"usual","proper","incomplete","1","convenient","inconv","problematic","recommended",0
"usual","proper","incomplete","1","convenient","inconv","problematic","priority",0
"usual","proper","incomplete","1","convenient","inconv","problematic","not_recom",1
"usual","proper","incomplete","1","less_conv","convenient","nonprob","recommended",0
"usual","proper","incomplete","1","less_conv","convenient","nonprob","priority",0
"usual","proper","incomplete","1","less_conv","convenient","nonprob","not_recom",1
"usual","proper","incomplete","1","less_conv","convenient","slightly_prob","recommended",0
"usual","proper","incomplete","1","less_conv","convenient","slightly_prob","priority",0
"usual","proper","incomplete","1","less_conv","convenient","slightly_prob","not_recom",1
"usual","proper","incomplete","1","less_conv","convenient","problematic","recommended",0
"usual","proper","incomplete","1","less_conv","convenient","problematic","priority",0
"usual","proper","incomplete","1","less_conv","convenient","problematic","not_recom",1
"usual","proper","incomplete","1","less_conv","inconv","nonprob","recommended",0
"usual","proper","incomplete","1","less_conv","inconv","nonprob","priority",0
"usual","proper","incomplete","1","less_conv","inconv","nonprob","not_recom",1
"usual","proper","incomplete","1","less_conv","inconv","slightly_prob","recommended",0
"usual","proper","incomplete","1","less_conv","inconv","slightly_prob","priority",0
"usual","proper","incomplete","1","less_conv","inconv","slightly_prob","not_recom",1
"usual","proper","incomplete","1","less_conv","inconv","problematic","recommended",0
"usual","proper","incomplete","1","less_conv","inconv","problematic","priority",0
"usual","proper","incomplete","1","less_conv","inconv","problematic","not_recom",1
"usual","proper","incomplete","1","critical","convenient","nonprob","recommended",0
"usual","proper","incomplete","1","critical","convenient","nonprob","priority",0
"usual","proper","incomplete","1","critical","convenient","nonprob","not_recom",1
"usual","proper","incomplete","1","critical","convenient","slightly_prob","recommended",0
"usual","proper","incomplete","1","critical","convenient","slightly_prob","priority",0
"usual","proper","incomplete","1","critical","convenient","slightly_prob","not_recom",1
"usual","proper","incomplete","1","critical","convenient","problematic","recommended",0
"usual","proper","incomplete","1","critical","convenient","problematic","priority",0
"usual","proper","incomplete","1","critical","convenient","problematic","not_recom",1
"usual","proper","incomplete","1","critical","inconv","nonprob","recommended",0
"usual","proper","incomplete","1","critical","inconv","nonprob","priority",0
"usual","proper","incomplete","1","critical","inconv","nonprob","not_recom",1
"usual","proper","incomplete","1","critical","inconv","slightly_prob","recommended",0
"usual","proper","incomplete","1","critical","inconv","slightly_prob","priority",0
"usual","proper","incomplete","1","critical","inconv","slightly_prob","not_recom",1
"usual","proper","incomplete","1","critical","inconv","problematic","recommended",0
"usual","proper","incomplete","1","critical","inconv","problematic","priority",0
"usual","proper","incomplete","1","critical","inconv","problematic","not_recom",1
"usual","proper","incomplete","2","convenient","convenient","nonprob","recommended",0
"usual","proper","incomplete","2","convenient","convenient","nonprob","priority",0
"usual","proper","incomplete","2","convenient","convenient","nonprob","not_recom",1
"usual","proper","incomplete","2","convenient","convenient","slightly_prob","recommended",0
"usual","proper","incomplete","2","convenient","convenient","slightly_prob","priority",0
"usual","proper","incomplete","2","convenient","convenient","slightly_prob","not_recom",1
"usual","proper","incomplete","2","convenient","convenient","problematic","recommended",0
"usual","proper","incomplete","2","convenient","convenient","problematic","priority",0
"usual","proper","incomplete","2","convenient","convenient","problematic","not_recom",1
"usual","proper","incomplete","2","convenient","inconv","nonprob","recommended",0
"usual","proper","incomplete","2","convenient","inconv","nonprob","priority",0
"usual","proper","incomplete","2","convenient","inconv","nonprob","not_recom",1
"usual","proper","incomplete","2","convenient","inconv","slightly_prob","recommended",0
"usual","proper","incomplete","2","convenient","inconv","slightly_prob","priority",0
"usual","proper","incomplete","2","convenient","inconv","slightly_prob","not_recom",1
"usual","proper","incomplete","2","convenient","inconv","problematic","recommended",0
"usual","proper","incomplete","2","convenient","inconv","problematic","priority",0
"usual","proper","incomplete","2","convenient","inconv","problematic","not_recom",1
"usual","proper","incomplete","2","less_conv","convenient","nonprob","recommended",0
"usual","proper","incomplete","2","less_conv","convenient","nonprob","priority",0
"usual","proper","incomplete","2","less_conv","convenient","nonprob","not_recom",1
"usual","proper","incomplete","2","less_conv","convenient","slightly_prob","recommended",0
"usual","proper","incomplete","2","less_conv","convenient","slightly_prob","priority",0
"usual","proper","incomplete","2","less_conv","convenient","slightly_prob","not_recom",1
"usual","proper","incomplete","2","less_conv","convenient","problematic","recommended",0
"usual","proper","incomplete","2","less_conv","convenient","problematic","priority",0
"usual","proper","incomplete","2","less_conv","convenient","problematic","not_recom",1
"usual","proper","incomplete","2","less_conv","inconv","nonprob","recommended",0
"usual","proper","incomplete","2","less_conv","inconv","nonprob","priority",0
"usual","proper","incomplete","2","less_conv","inconv","nonprob","not_recom",1
"usual","proper","incomplete","2","less_conv","inconv","slightly_prob","recommended",0
"usual","proper","incomplete","2","less_conv","inconv","slightly_prob","priority",0
"usual","proper","incomplete","2","less_conv","inconv","slightly_prob","not_recom",1
"usual","proper","incomplete","2","less_conv","inconv","problematic","recommended",0
"usual","proper","incomplete","2","less_conv","inconv","problematic","priority",0
"usual","proper","incomplete","2","less_conv","inconv","problematic","not_recom",1
"usual","proper","incomplete","2","critical","convenient","nonprob","recommended",0
"usual","proper","incomplete","2","critical","convenient","nonprob","priority",0
"usual","proper","incomplete","2","critical","convenient","nonprob","not_recom",1
"usual","proper","incomplete","2","critical","convenient","slightly_prob","recommended",0
"usual","proper","incomplete","2","critical","convenient","slightly_prob","priority",0
"usual","proper","incomplete","2","critical","convenient","slightly_prob","not_recom",1
"usual","proper","incomplete","2","critical","convenient","problematic","recommended",0
"usual","proper","incomplete","2","critical","convenient","problematic","priority",0
"usual","proper","incomplete","2","critical","convenient","problematic","not_recom",1
"usual","proper","incomplete","2","critical","inconv","nonprob","recommended",0
"usual","proper","incomplete","2","critical","inconv","nonprob","priority",0
"usual","proper","incomplete","2","critical","inconv","nonprob","not_recom",1
"usual","proper","incomplete","2","critical","inconv","slightly_prob","recommended",0
